ADN/replicas/replica1/TRJ01/out:==== RAMD ==== GROMACS will be stopped after 55450 steps.
ADN/replicas/replica1/TRJ02/out:==== RAMD ==== GROMACS will be stopped after 86050 steps.
ADN/replicas/replica1/TRJ03/out:==== RAMD ==== GROMACS will be stopped after 12450 steps.
ADN/replicas/replica1/TRJ04/out:==== RAMD ==== GROMACS will be stopped after 75300 steps.
ADN/replicas/replica1/TRJ05/out:==== RAMD ==== GROMACS will be stopped after 13850 steps.
ADN/replicas/replica1/TRJ06/out:==== RAMD ==== GROMACS will be stopped after 46350 steps.
ADN/replicas/replica1/TRJ07/out:==== RAMD ==== GROMACS will be stopped after 34450 steps.
ADN/replicas/replica1/TRJ08/out:==== RAMD ==== GROMACS will be stopped after 77000 steps.
ADN/replicas/replica1/TRJ09/out:==== RAMD ==== GROMACS will be stopped after 33100 steps.
ADN/replicas/replica1/TRJ10/out:==== RAMD ==== GROMACS will be stopped after 77350 steps.
ADN/replicas/replica1/TRJ11/out:==== RAMD ==== GROMACS will be stopped after 11250 steps.
ADN/replicas/replica1/TRJ12/out:==== RAMD ==== GROMACS will be stopped after 23400 steps.
ADN/replicas/replica1/TRJ13/out:==== RAMD ==== GROMACS will be stopped after 35500 steps.
ADN/replicas/replica1/TRJ14/out:==== RAMD ==== GROMACS will be stopped after 162500 steps.
ADN/replicas/replica1/TRJ15/out:==== RAMD ==== GROMACS will be stopped after 61400 steps.
