replicas/replica2/TRJ01/out:==== RAMD ==== GROMACS will be stopped after 219050 steps.
replicas/replica2/TRJ02/out:==== RAMD ==== GROMACS will be stopped after 179700 steps.
replicas/replica2/TRJ03/out:==== RAMD ==== GROMACS will be stopped after 923400 steps.
replicas/replica2/TRJ04/out:==== RAMD ==== GROMACS will be stopped after 147850 steps.
replicas/replica2/TRJ05/out:==== RAMD ==== GROMACS will be stopped after 411700 steps.
replicas/replica2/TRJ06/out:==== RAMD ==== GROMACS will be stopped after 237300 steps.
replicas/replica2/TRJ07/out:==== RAMD ==== GROMACS will be stopped after 835050 steps.
replicas/replica2/TRJ09/out:==== RAMD ==== GROMACS will be stopped after 133350 steps.
replicas/replica2/TRJ10/out:==== RAMD ==== GROMACS will be stopped after 293850 steps.
replicas/replica2/TRJ11/out:==== RAMD ==== GROMACS will be stopped after 116200 steps.
replicas/replica2/TRJ12/out:==== RAMD ==== GROMACS will be stopped after 1826600 steps.
replicas/replica2/TRJ13/out:==== RAMD ==== GROMACS will be stopped after 231800 steps.
replicas/replica2/TRJ14/out:==== RAMD ==== GROMACS will be stopped after 141850 steps.
replicas/replica2/TRJ15/out:==== RAMD ==== GROMACS will be stopped after 245900 steps.
