replicas/replica4/TRJ01/out:==== RAMD ==== GROMACS will be stopped after 109650 steps.
replicas/replica4/TRJ02/out:==== RAMD ==== GROMACS will be stopped after 229750 steps.
replicas/replica4/TRJ03/out:==== RAMD ==== GROMACS will be stopped after 115300 steps.
replicas/replica4/TRJ04/out:==== RAMD ==== GROMACS will be stopped after 78650 steps.
replicas/replica4/TRJ05/out:==== RAMD ==== GROMACS will be stopped after 569200 steps.
replicas/replica4/TRJ06/out:==== RAMD ==== GROMACS will be stopped after 652400 steps.
replicas/replica4/TRJ07/out:==== RAMD ==== GROMACS will be stopped after 294900 steps.
replicas/replica4/TRJ08/out:==== RAMD ==== GROMACS will be stopped after 343700 steps.
replicas/replica4/TRJ09/out:==== RAMD ==== GROMACS will be stopped after 105550 steps.
replicas/replica4/TRJ10/out:==== RAMD ==== GROMACS will be stopped after 1608550 steps.
replicas/replica4/TRJ11/out:==== RAMD ==== GROMACS will be stopped after 175350 steps.
replicas/replica4/TRJ12/out:==== RAMD ==== GROMACS will be stopped after 868450 steps.
replicas/replica4/TRJ13/out:==== RAMD ==== GROMACS will be stopped after 492600 steps.
replicas/replica4/TRJ14/out:==== RAMD ==== GROMACS will be stopped after 645000 steps.
replicas/replica4/TRJ15/out:==== RAMD ==== GROMACS will be stopped after 1166500 steps.
